,SITE,SITEVISITID,DATE_,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,MEAN_HII_40,MEAN_HII_40_ADJUSTED_BY_AREA,SITEVISITI,TUR_MEAN,TUR_SD,TUR_CLIM_M,TUR_ANOM_M,TUR_ANOM_F,SST_MEAN,SST_SD,SST_CLIM_M,SST_ANOM_M,SST_ANOM_F,PAR_MEAN,PAR_SD,PAR_CLIM_M,PAR_ANOM_M,PAR_ANOM_F,CHL_MEAN,CHL_SD,CHL_CLIM_M,CHL_ANOM_M,CHL_ANOM_F,WAVES_MEAN,WAVES_SD,WAVES_CLIM,WAVES_ANOM,WAVES_AN_1
3626,ROS-00347,4654,4/18/12,2012,SAMOA,Rose,Forereef,Deep,-14.55097309,-168.1388805,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,ForereefDeep,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4654,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.704854,0.586276,29.2,0.631333,0.208333,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3627,ROS-00349,4661,4/18/12,2012,SAMOA,Rose,Forereef,Deep,-14.5601708,-168.1595242,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,ForereefDeep,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4661,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3628,ROS-00350,4698,4/20/12,2012,SAMOA,Rose,Forereef,Deep,-14.54728094,-168.1699072,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,ForereefDeep,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4698,0.00017,4.20E-05,0.00035,5.50E-05,0.132411,28.700293,0.572073,29.289,0.468167,0.161859,42.443994,8.173922,59.4342,10.072958,0.275966,0.038047,0.0117,0.08613,0.016599,0.143116,NA,NA,NA,NA,NA
3629,ROS-00352,4674,4/19/12,2012,SAMOA,Rose,Forereef,Deep,-14.552956,-168.1657191,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,ForereefDeep,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4674,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3630,ROS-00353,4705,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54004728,-168.1610012,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4705,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.700293,0.572073,29.289,0.468167,0.161859,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3631,ROS-00355,4688,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55163249,-168.1495864,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4688,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.704854,0.586276,29.2,0.631333,0.208333,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3632,ROS-00357,4703,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54379919,-168.1642764,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4703,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.700293,0.572073,29.289,0.468167,0.161859,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3633,ROS-00360,4694,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55207942,-168.1516877,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4694,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.69626,0.578208,29.21,0.565417,0.205128,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3634,ROS-00361,4707,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54427436,-168.1472497,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4707,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3635,ROS-00363,4693,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55316445,-168.1537433,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4693,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.69626,0.578208,29.21,0.565417,0.205128,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3636,ROS-00364,4692,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54148955,-168.1484467,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4692,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.705582,0.598671,29.236,0.56125,0.203526,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3637,ROS-00365,4689,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55437145,-168.1541916,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4689,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3638,ROS-00367,4702,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55171606,-168.1620811,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4702,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3639,ROS-00369,4704,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54030963,-168.1620265,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4704,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.700293,0.572073,29.289,0.468167,0.161859,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3640,ROS-00371,4666,4/19/12,2012,SAMOA,Rose,Backreef,Shallow,-14.54487995,-168.14702,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4666,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3641,ROS-00373,4691,4/20/12,2012,SAMOA,Rose,Backreef,Shallow,-14.55274561,-168.1585538,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4691,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3642,ROS-00375,4690,4/20/12,2012,SAMOA,Rose,Backreef,Mid,-14.55172344,-168.1593541,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4690,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3643,ROS-00377,4687,4/20/12,2012,SAMOA,Rose,Backreef,Mid,-14.5512232,-168.1506487,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4687,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.69626,0.578208,29.21,0.565417,0.205128,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3644,ROS-00379,4706,4/20/12,2012,SAMOA,Rose,Backreef,Mid,-14.54170933,-168.162529,0,Rose,0,1143,RANDOM,RAMP_BASIC,2012,BackreefAll,Rose,Rose Atoll National Wildlife Refuge,1973,Restricted,NA,0,0,4706,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.700293,0.572073,29.289,0.468167,0.161859,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3645,ROS-00380,8438,3/19/15,2015,SAMOA,Rose,Forereef,Deep,-14.53868229,-168.1457517,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8438,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.705582,0.598671,29.236,0.56125,0.203526,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3646,ROS-00385,8436,3/19/15,2015,SAMOA,Rose,Forereef,Deep,-14.53547093,-168.1617234,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8436,0.000173,5.10E-05,0.00041,7.20E-05,0.124506,28.700293,0.572073,29.289,0.468167,0.161859,42.620862,8.283783,59.3871,9.094083,0.283816,0.037609,0.012597,0.10453,0.017996,0.128623,NA,NA,NA,NA,NA
3647,ROS-00390,8369,3/16/15,2015,SAMOA,Rose,Forereef,Deep,-14.54628526,-168.1383838,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8369,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3648,ROS-00391,8389,3/17/15,2015,SAMOA,Rose,Lagoon,Mid,-14.54573432,-168.1607003,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,LagoonMid,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8389,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.700293,0.572073,29.289,0.468167,0.161859,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3649,ROS-00392,8390,3/17/15,2015,SAMOA,Rose,Backreef,Shallow,-14.54636062,-168.1648459,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,BackreefShallow,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8390,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.700293,0.572073,29.289,0.468167,0.161859,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3650,ROS-00393,8392,3/17/15,2015,SAMOA,Rose,Forereef,Mid,-14.53166345,-168.1563644,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8392,0.000173,5.10E-05,0.00041,7.20E-05,0.124506,28.700293,0.572073,29.289,0.468167,0.161859,42.620862,8.283783,59.3871,9.094083,0.283816,0.037609,0.012597,0.10453,0.017996,0.128623,NA,NA,NA,NA,NA
3651,ROS-00394,8379,3/16/15,2015,SAMOA,Rose,Forereef,Shallow,-14.5413655,-168.1723151,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8379,0.000242,0.00018,0.00139,0.000382,0.059289,28.700293,0.572073,29.289,0.468167,0.161859,42.226072,8.157437,59.5033,9.255408,0.25785,0.06049,0.046563,0.30784,0.110015,0.088768,NA,NA,NA,NA,NA
3652,ROS-00395,8413,3/18/15,2015,SAMOA,Rose,Forereef,Deep,-14.53797871,-168.1718668,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8413,0.000242,0.00018,0.00139,0.000382,0.059289,28.700293,0.572073,29.289,0.468167,0.161859,42.226072,8.157437,59.5033,9.255408,0.25785,0.06049,0.046563,0.30784,0.110015,0.088768,NA,NA,NA,NA,NA
3653,ROS-00397,8420,3/18/15,2015,SAMOA,Rose,Forereef,Mid,-14.53640769,-168.1642824,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8420,0.000173,5.10E-05,0.00041,7.20E-05,0.124506,28.700293,0.572073,29.289,0.468167,0.161859,42.620862,8.283783,59.3871,9.094083,0.283816,0.037609,0.012597,0.10453,0.017996,0.128623,NA,NA,NA,NA,NA
3654,ROS-00398,8402,3/17/15,2015,SAMOA,Rose,Backreef,Shallow,-14.54701507,-168.1479369,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,BackreefShallow,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8402,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3655,ROS-00400,8370,3/16/15,2015,SAMOA,Rose,Forereef,Deep,-14.55783259,-168.1527042,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8370,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3656,ROS-00403,8391,3/17/15,2015,SAMOA,Rose,Backreef,Shallow,-14.55313873,-168.1601232,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,BackreefShallow,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8391,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3657,ROS-00404,8388,3/16/15,2015,SAMOA,Rose,Forereef,Shallow,-14.54603347,-168.1702295,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8388,0.00017,4.20E-05,0.00035,5.50E-05,0.132411,28.700293,0.572073,29.289,0.468167,0.161859,42.443994,8.173922,59.4342,10.072958,0.275966,0.038047,0.0117,0.08613,0.016599,0.143116,NA,NA,NA,NA,NA
3658,ROS-00406,8400,3/17/15,2015,SAMOA,Rose,Backreef,Mid,-14.54775369,-168.1632396,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,BackreefMid,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8400,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.700293,0.572073,29.289,0.468167,0.161859,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3659,ROS-00408,8399,3/17/15,2015,SAMOA,Rose,Lagoon,Mid,-14.54194721,-168.1488419,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,LagoonMid,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8399,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3660,ROS-00409,8448,3/19/15,2015,SAMOA,Rose,Forereef,Shallow,-14.55933471,-168.1557296,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8448,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3661,ROS-00411,8378,3/16/15,2015,SAMOA,Rose,Forereef,Mid,-14.54094691,-168.1727545,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8378,0.000242,0.00018,0.00139,0.000382,0.059289,28.700293,0.572073,29.289,0.468167,0.161859,42.226072,8.157437,59.5033,9.255408,0.25785,0.06049,0.046563,0.30784,0.110015,0.088768,NA,NA,NA,NA,NA
3662,ROS-00412,8398,3/17/15,2015,SAMOA,Rose,Lagoon,Mid,-14.54249136,-168.152167,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,LagoonMid,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8398,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.700293,0.572073,29.289,0.468167,0.161859,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3663,ROS-00419,8373,3/16/15,2015,SAMOA,Rose,Forereef,Shallow,-14.53492317,-168.1482059,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8373,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.705582,0.598671,29.236,0.56125,0.203526,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3664,ROS-00420,8444,3/19/15,2015,SAMOA,Rose,Forereef,Deep,-14.53393218,-168.1480696,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8444,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.705582,0.598671,29.236,0.56125,0.203526,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3665,ROS-00421,8415,3/18/15,2015,SAMOA,Rose,Lagoon,Deep,-14.54254802,-168.1611187,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,LagoonDeep,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8415,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.700293,0.572073,29.289,0.468167,0.161859,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3666,ROS-00422,8440,3/19/15,2015,SAMOA,Rose,Forereef,Mid,-14.55211504,-168.1404617,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8440,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.704854,0.586276,29.2,0.631333,0.208333,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3667,ROS-00425,8443,3/19/15,2015,SAMOA,Rose,Forereef,Deep,-14.52811045,-168.1510822,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8443,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.700293,0.572073,29.289,0.468167,0.161859,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3668,ROS-00427,8401,3/17/15,2015,SAMOA,Rose,Lagoon,Mid,-14.55250782,-168.1545226,0,ROSE_OTHER,0,1143,RANDOM,AS_SANCTUARY,2015,LagoonMid,ROSE_OTHER,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8401,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.69626,0.578208,29.21,0.565417,0.205128,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3669,ROS-00428,8377,3/16/15,2015,SAMOA,Rose,Forereef,Mid,-14.53496894,-168.1605054,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8377,0.000173,5.10E-05,0.00041,7.20E-05,0.124506,28.700293,0.572073,29.289,0.468167,0.161859,42.620862,8.283783,59.3871,9.094083,0.283816,0.037609,0.012597,0.10453,0.017996,0.128623,NA,NA,NA,NA,NA
3670,ROS-00430,8417,3/18/15,2015,SAMOA,Rose,Forereef,Mid,-14.55480765,-168.1645721,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8417,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3671,ROS-00434,8441,3/19/15,2015,SAMOA,Rose,Forereef,Shallow,-14.54597295,-168.1401715,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8441,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3672,ROS-00437,8447,3/19/15,2015,SAMOA,Rose,Forereef,Mid,-14.55933471,-168.1557296,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8447,0.00017,4.30E-05,0.00031,5.40E-05,0.148221,28.69626,0.578208,29.21,0.565417,0.205128,42.367639,8.191397,59.6927,10.0259,0.285024,0.037355,0.011377,0.08432,0.015462,0.141304,NA,NA,NA,NA,NA
3673,ROS-00439,8405,3/17/15,2015,SAMOA,Rose,Forereef,Shallow,-14.53277615,-168.1489093,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefShallow,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8405,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.705582,0.598671,29.236,0.56125,0.203526,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3674,ROS-00440,8437,3/19/15,2015,SAMOA,Rose,Forereef,Deep,-14.53611357,-168.1655168,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefDeep,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8437,0.000173,5.10E-05,0.00041,7.20E-05,0.124506,28.700293,0.572073,29.289,0.468167,0.161859,42.620862,8.283783,59.3871,9.094083,0.283816,0.037609,0.012597,0.10453,0.017996,0.128623,NA,NA,NA,NA,NA
3675,ROS-00441,8372,3/16/15,2015,SAMOA,Rose,Forereef,Mid,-14.55452157,-168.1457225,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8372,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.704854,0.586276,29.2,0.631333,0.208333,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
3676,ROS-00447,8421,3/18/15,2015,SAMOA,Rose,Forereef,Mid,-14.53959969,-168.156742,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8421,0.000172,5.40E-05,0.00037,7.60E-05,0.120553,28.700293,0.572073,29.289,0.468167,0.161859,42.611833,8.191895,59.6426,9.909617,0.275966,0.037107,0.012782,0.08776,0.016579,0.130435,NA,NA,NA,NA,NA
3677,ROS-00461,8439,3/19/15,2015,SAMOA,Rose,Forereef,Mid,-14.5450522,-168.1410408,0,ROSE_SANCTUARY,0,1143,RANDOM,AS_SANCTUARY,2015,ForereefMid,ROSE_SANCTUARY,UNKNOWN,1000,UNKOWN,UNKOWN,0,0,8439,0.000169,4.30E-05,3.00E-04,5.70E-05,0.12253,28.705582,0.598671,29.236,0.56125,0.203526,42.585153,8.210193,59.7469,10.096958,0.303744,0.036649,0.012131,0.07497,0.015143,0.137681,NA,NA,NA,NA,NA
