SITEVISITID,ROUNDID,MISSIONID,REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,new_MIN_DEPTH_M,new_MAX_DEPTH_M,SITE,OLD_SITE,OCC_SITEID,LATITUDE_SV,LONGITUDE_SV,LATITUDE_LOV,LONGITUDE_LOV,OBS_YEAR,ANALYSIS_YEAR,DATE_,HABITAT_CODE,EXCLUDE_FLAG,CLIMATE_STATION_YN,PERM_SITE,TRANSECT_PHOTOS,PHOTOMOSAIC_YN,benth,fish,arms_d,arms_r,cau_d,cau_r,microb,ARMS,Benthic,CAU,Fish,Oceanography,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,bANALYSIS_SCHEME,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
38766,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,8.229198415,9.753124048,MAU-01225,MAU-1225,NA,20.03073,145.232888,20.03073,145.232888,2022,2022,05/21/2022 12.31.16,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38767,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Shallow,3.962206644,4.571776897,MAU-01213,MAU-1213,NA,20.029041,145.232302,20.029041,145.232302,2022,2022,05/21/2022 14.00.33,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38780,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,22.85888449,23.46845474,MAU-01268,MAU-1268,NA,20.009731,145.216603,20.009731,145.216603,2022,2022,05/22/2022 09.10.53,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38781,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,14.32490094,14.9344712,MAU-01233,MAU-1233,NA,20.0108,145.212686,20.0108,145.212686,2022,2022,05/22/2022 10.39.37,APS,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38782,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,6.705272783,9.143553795,MAU-01245,MAU-1245,NA,20.014516,145.20871,20.014516,145.20871,2022,2022,05/22/2022 12.33.06,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38783,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Shallow,3.352636391,3.962206644,MAU-01215,MAU-1215,NA,20.015957,145.207474,20.015957,145.207474,2022,2022,05/22/2022 13.54.28,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38784,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,18.59189272,20.42060347,MAU-01265,MAU-1265,NA,20.030462,145.227244,20.030462,145.227244,2022,2022,05/22/2022 09.16.23,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38785,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,16.1536117,17.37275221,MAU-01226,MAU-1226,NA,20.037076,145.219743,20.037076,145.219743,2022,2022,05/22/2022 11.00.14,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38786,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,15.54404145,16.45839683,MAU-01222,MAU-1222,NA,20.034843,145.215775,20.034843,145.215775,2022,2022,05/22/2022 12.21.44,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38787,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Shallow,2.438281012,3.352636391,MAU-01207,MAU-1207,NA,20.024278,145.210172,20.024278,145.210172,2022,2022,05/22/2022 14.18.00,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38800,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,18.59189272,20.42060347,MAU-01263,MAU-1263,NA,20.028995,145.207629,20.028995,145.207629,2022,2022,05/23/2022 09.22.49,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38801,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,7.314843036,8.533983542,MAU-01239,MAU-1239,NA,20.029894,145.212493,20.029894,145.212493,2022,2022,05/23/2022 10.51.05,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38802,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,7.314843036,7.924413289,MAU-01242,MAU-1242,NA,20.02085,145.207623,20.02085,145.207623,2022,2022,05/23/2022 12.47.41,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38803,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Shallow,2.133495885,5.18134715,MAU-01203,MAU-1203,NA,20.026405,145.207878,20.026405,145.207878,2022,2022,05/23/2022 14.39.50,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38804,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Deep,18.28710759,19.5062481,MAU-01262,MAU-1262,NA,20.036292,145.224529,20.036292,145.224529,2022,2022,05/23/2022 09.26.42,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38805,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,12.80097531,15.23925632,MAU-01248,MAU-1248,NA,20.011861,145.219944,20.011861,145.219944,2022,2022,05/23/2022 11.37.20,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38806,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Mid,12.80097531,13.41054557,MAU-01247,MAU-1247,NA,20.01815,145.21206,20.01815,145.21206,2022,2022,05/23/2022 12.55.40,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38807,181,RA2201_LEG4,MARIAN,Maug,Maug,Forereef,Shallow,5.18134715,5.18134715,MAU-01200,MAU-1200,NA,20.021981,145.210238,20.021981,145.210238,2022,2022,05/23/2022 14.18.06,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38820,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Deep,18.59189272,20.11581835,ASC-00632,ASC-632,NA,19.698668,145.418563,19.698668,145.418563,2022,2022,05/24/2022 09.32.53,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38821,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,9.753124048,11.58183481,ASC-00604,ASC-604,NA,19.68845,145.419086,19.68845,145.419086,2022,2022,05/24/2022 11.22.10,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38822,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,10.05790917,13.10576044,ASC-00601,ASC-601,NA,19.677024,145.410765,19.677024,145.410765,2022,2022,05/24/2022 13.12.10,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38823,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Shallow,3.047851265,4.876562024,ASC-00594,ASC-594,NA,19.680538,145.393456,19.680538,145.393456,2022,2022,05/24/2022 14.46.40,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38824,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Deep,23.16366961,24.99238037,ASC-00637,ASC-637,NA,19.680868,145.41562,19.680868,145.41562,2022,2022,05/24/2022 09.21.41,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38825,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,12.49619019,13.41054557,ASC-00614,ASC-614,NA,19.704035,145.413804,19.704035,145.413804,2022,2022,05/24/2022 10.39.50,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38826,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,12.19140506,13.71533069,ASC-00599,ASC-599,NA,19.706689,145.409992,19.706689,145.409992,2022,2022,05/24/2022 12.25.32,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38827,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Shallow,4.876562024,6.09570253,ASC-00589,ASC-589,NA,19.704838,145.396377,19.704838,145.396377,2022,2022,05/24/2022 14.00.34,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38828,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Shallow,2.133495885,4.266991771,ASC-00585,ASC-585,NA,19.694044,145.38995,19.694044,145.38995,2022,2022,05/24/2022 15.13.40,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38840,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Deep,18.59189272,19.5062481,ASC-00626,ASC-626,NA,19.683353,145.38745,19.683353,145.38745,2022,2022,05/25/2022 09.19.39,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38841,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,10.05790917,10.66747943,ASC-00611,ASC-611,NA,19.674966,145.400707,19.674966,145.400707,2022,2022,05/25/2022 11.01.57,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38842,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,12.80097531,13.10576044,ASC-00620,ASC-620,NA,19.68052,145.391047,19.68052,145.391047,2022,2022,05/25/2022 13.32.14,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38843,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Shallow,3.657421518,3.962206644,ASC-00590,ASC-590,NA,19.683009,145.389745,19.683009,145.389745,2022,2022,05/25/2022 14.56.23,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38844,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Deep,19.5062481,22.85888449,ASC-00627,ASC-627,NA,19.699728,145.390976,19.699728,145.390976,2022,2022,05/25/2022 09.26.15,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38845,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,16.1536117,17.37275221,ASC-00613,ASC-613,NA,19.707896,145.399214,19.707896,145.399214,2022,2022,05/25/2022 11.26.58,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38846,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Mid,11.27704968,11.58183481,ASC-00623,ASC-623,NA,19.708138,145.403998,19.708138,145.403998,2022,2022,05/25/2022 13.42.16,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38847,181,RA2201_LEG4,MARIAN,Asuncion,Asuncion,Forereef,Shallow,11.58183481,13.71533069,ASC-00612,ASC-612,NA,19.693992,145.389297,19.693992,145.389297,2022,2022,05/25/2022 15.03.04,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38860,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,18.89667784,20.7253886,PAG-01305,PAG-1305,NA,18.065028,145.745486,18.065028,145.745486,2022,2022,05/26/2022 09.26.57,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38861,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,15.23925632,16.76318196,PAG-01295,PAG-1295,NA,18.046889,145.726766,18.046889,145.726766,2022,2022,05/26/2022 10.51.28,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38862,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,4.571776897,5.486132277,PAG-01251,PAG-1251,NA,18.085918,145.73531,18.085918,145.73531,2022,2022,05/26/2022 13.01.30,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38863,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,3.047851265,4.571776897,PAG-01254,PAG-1254,NA,18.132332,145.759921,18.132332,145.759921,2022,2022,05/26/2022 14.46.52,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38864,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Deep,20.42060347,21.63974398,PAG-01324,PAG-1324,NA,18.150932,145.754822,18.150932,145.754822,2022,2022,05/26/2022 09.14.03,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38865,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Mid,16.76318196,18.28710759,PAG-01297,PAG-1297,NA,18.103928,145.775635,18.103928,145.775635,2022,2022,05/26/2022 10.56.09,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38866,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,8.229198415,9.448338921,PAG-01280,PAG-1280,NA,18.165819,145.798628,18.165819,145.798628,2022,2022,05/26/2022 12.38.32,ROB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38867,181,RA2201_LEG4,MARIAN,Pagan,Pagan,Forereef,Shallow,5.486132277,6.09570253,PAG-01260,PAG-1260,NA,18.122613,145.805062,18.122613,145.805062,2022,2022,05/26/2022 14.22.16,ROB,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38880,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,23.77323987,24.68759525,SAI-01858,SAI-1858,NA,15.214494,145.685309,15.214494,145.685309,2022,2022,05/28/2022 09.52.07,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38881,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,17.37275221,17.98232246,SAI-01857,SAI-1857,NA,15.203029,145.697777,15.203029,145.697777,2022,2022,05/28/2022 11.16.10,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38882,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,14.9344712,15.54404145,SAI-01854,SAI-1854,NA,15.241284,145.699827,15.241284,145.699827,2022,2022,05/28/2022 12.49.12,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38883,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,4.571776897,5.486132277,SAI-01832,SAI-1832,NA,15.25273,145.716911,15.25273,145.716911,2022,2022,05/28/2022 14.25.53,PAV,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38884,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,22.24931423,22.55409936,SAI-01864,SAI-1864,NA,15.118393,145.690635,15.118393,145.690635,2022,2022,05/28/2022 09.44.14,RRB,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38885,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Deep,18.59189272,19.5062481,SAI-01859,SAI-1859,NA,15.142486,145.675647,15.142486,145.675647,2022,2022,05/28/2022 11.45.29,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38886,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Mid,10.66747943,11.58183481,SAI-01852,SAI-1852,NA,15.163473,145.693446,15.163473,145.693446,2022,2022,05/28/2022 13.17.08,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38887,181,RA2201_LEG4,MARIAN,Saipan,Saipan,Forereef,Shallow,1.219140506,2.133495885,SAI-01822,SAI-1822,NA,15.18716,145.70314,15.18716,145.70314,2022,2022,05/28/2022 14.57.08,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38900,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Deep,22.85888449,25.60195062,TIN-00885,TIN-885,NA,15.008705,145.584467,15.008705,145.584467,2022,2022,05/29/2022 09.34.04,PSC,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38901,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,14.9344712,17.06796708,TIN-00868,TIN-868,NA,15.07149,145.611553,15.07149,145.611553,2022,2022,05/29/2022 11.48.32,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38902,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,9.143553795,12.19140506,TIN-00848,TIN-848,NA,15.08859,145.631118,15.08859,145.631118,2022,2022,05/29/2022 13.22.11,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38903,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Shallow,5.486132277,5.790917403,TIN-00843,TIN-843,NA,15.048611,145.597739,15.048611,145.597739,2022,2022,05/29/2022 14.54.04,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38904,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Deep,23.46845474,24.68759525,TIN-00884,TIN-884,NA,14.970555,145.60753,14.970555,145.60753,2022,2022,05/29/2022 11.02.59,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38905,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Mid,7.619628162,8.838768668,TIN-00862,TIN-862,NA,14.95869,145.623589,14.95869,145.623589,2022,2022,05/29/2022 12.50.23,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38906,181,RA2201_LEG4,MARIAN,Tinian,Tinian,Forereef,Shallow,5.18134715,5.790917403,TIN-00830,TIN-830,NA,14.94205,145.628084,14.94205,145.628084,2022,2022,05/29/2022 14.22.37,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38920,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Deep,19.20146297,21.03017373,ROT-00889,ROT-889,NA,14.201946,145.257866,14.201946,145.257866,2022,2022,05/30/2022 09.44.21,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38921,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Mid,13.41054557,15.23925632,ROT-00879,ROT-879,NA,14.200078,145.234837,14.200078,145.234837,2022,2022,05/30/2022 10.48.08,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38922,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,3.047851265,3.962206644,ROT-00832,ROT-832,NA,14.188798,145.216889,14.188798,145.216889,2022,2022,05/30/2022 12.21.03,PAV,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38923,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,2.743066138,3.352636391,ROT-00843,ROT-843,NA,14.17578,145.189516,14.17578,145.189516,2022,2022,05/30/2022 13.39.50,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38924,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Deep,21.03017373,21.63974398,ROT-00856,ROT-856,NA,14.128407,145.12275,14.128407,145.12275,2022,2022,05/30/2022 09.14.35,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38925,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Mid,14.02011582,14.9344712,ROT-00845,ROT-845,NA,14.151463,145.142447,14.151463,145.142447,2022,2022,05/30/2022 10.30.39,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38926,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,4.571776897,5.486132277,ROT-00840,ROT-840,NA,14.16507,145.156707,14.16507,145.156707,2022,2022,05/30/2022 12.38.09,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38927,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,5.18134715,6.400487656,ROT-00830,ROT-830,NA,14.170434,145.174017,14.170434,145.174017,2022,2022,05/30/2022 14.12.59,SAG,0,-1,NA,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38940,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Deep,18.89667784,20.42060347,ROT-00874,ROT-874,NA,14.113576,145.183134,14.113576,145.183134,2022,2022,05/31/2022 09.27.00,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38941,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Mid,10.3626943,11.88661993,ROT-00872,ROT-872,NA,14.123432,145.166732,14.123432,145.166732,2022,2022,05/31/2022 11.07.10,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38942,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,4.266991771,5.790917403,ROT-00866,ROT-866,NA,14.134106,145.155615,14.134106,145.155615,2022,2022,05/31/2022 13.00.13,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38943,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,3.962206644,4.571776897,ROT-00868,ROT-868,NA,14.129371,145.135527,14.129371,145.135527,2022,2022,05/31/2022 14.27.12,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38944,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Mid,10.3626943,12.49619019,ROT-00848,ROT-848,NA,14.168004,145.286077,14.168004,145.286077,2022,2022,05/31/2022 09.50.07,SAG,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38945,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,4.266991771,6.09570253,ROT-00831,ROT-831,NA,14.135827,145.229851,14.135827,145.229851,2022,2022,05/31/2022 11.25.17,SAG,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38946,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,4.266991771,6.09570253,ROT-00869,ROT-869,NA,14.127967,145.227178,14.127967,145.227178,2022,2022,05/31/2022 13.17.56,SAG,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38947,181,RA2201_LEG4,MARIAN,Rota,Rota,Forereef,Shallow,4.876562024,5.790917403,ROT-00867,ROT-867,NA,14.114066,145.203089,14.114066,145.203089,2022,2022,05/31/2022 14.36.32,PAV,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38960,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Deep,21.33495885,21.94452911,GUA-02777,GUA-2777,NA,13.33511,144.634585,13.33511,144.634585,2022,2022,06/01/2022 09.18.52,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38961,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,14.9344712,16.1536117,GUA-02730,GUA-2730,NA,13.315347,144.646926,13.315347,144.646926,2022,2022,06/01/2022 10.45.53,AGR,0,-1,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
38962,181,RA2201_LEG4,MARIAN,Guam,GUA_WEST_OPEN,Forereef,Mid,8.229198415,9.143553795,GUA-02741,GUA-2741,NA,13.358686,144.643769,13.358686,144.643769,2022,2022,06/01/2022 12.34.53,AGR,0,-1,NA,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Benthic,NA,NA,NA,NA,0,NA
