"SITEVISITID","EXCLUDE_FLAG","MISSIONID","ROUNDID","REGION","ISLAND","SEC_NAME","REEF_ZONE","DEPTH_BIN","SITE","OLD_SITE","TYPE","CLIMATE_STATION_YN","PERM_SITE","OCC_SITEID","HABITAT_CODE","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_SV","LONGITUDE_SV","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","OBS_YEAR","DATE_","TRANSECT_PHOTOS","PHOTOMOSAIC_YN","benth","fish","arms_d","arms_r","cau_d","cau_r","microb","ARMS","Benthic","CAU","Fish","Oceanography","HUMANS20","HUMANS200","ANALYSIS_SCHEME","bANALYSIS_SCHEME","TUT2012","OTHER_AREA_GROUPING","SPECIAL_PROJ_YN","SPECIAL_PROJ_DESCRIPTION"
9240,-1,"MP1602",103,"SAMOA","Tutuila","FAGAM","Forereef","Mid","TUT-02184","TUT-2184","RANDOM",0,0,NA,"AGR",10.97226,12.49619,-14.29188,-170.8065,-14.29188,-170.8065,"2015",2015,"10/30/2015",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,48691,55502,"SAMOA_CLIMATE","NO SCHEME",NA,NA,"-1","SAMOA_2015LBSP"
11925,0,"HA1801",122,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Mid","TUT-02606","TUT-2606","RANDOM",0,0,NA,"AGR",7.6,19.2,-14.33495,-170.8071,-14.33495,-170.8071,"2018",2018,"7/4/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,48135,55502,"AS_SANCTUARY","BEN_SEC2018",NA,NA,NA,""
9316,0,"SE1602",105,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Deep","TUT-02358","TUT-2358","RANDOM",0,0,NA,"RRB",18.3,24,-14.33511,-170.8075,-14.33511,-170.8075,"2016",2016,"4/16/2016",0,NA,0,1,0,0,0,0,0,0,0,0,1,0,48106,55502,"AS_SANCTUARY","BEN_SEC2016","UNKNOWN",NA,NA,""
4475,0,"HA1201",67,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Deep","TUT-00595","TUT-595","RANDOM",0,0,NA,"AGR",23.9,24,-14.36131661,-170.8075385,-14.36131661,-170.8075385,"2012",2012,"4/3/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,47541,55502,"TUT10_12","NO SCHEME","Pavement",NA,NA,""
12212,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01980","JAR-1980","RANDOM",0,NA,NA,"RRB",16.4584,16.76318,-0.362512,-159.9927,-0.362512,-159.9927,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12213,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01916","JAR-1916","RANDOM",0,NA,NA,"RRB",22.24931,22.24931,-0.362684,-160.0045,-0.362684,-160.0045,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12214,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01948","JAR-1948","RANDOM",0,NA,NA,"RRB",10.36269,10.66748,-0.361651,-159.9983,-0.361651,-159.9983,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12215,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01995","JAR-1995","RANDOM",0,NA,NA,"SAG",5.181347,6.705273,-0.362745,-160.002,-0.362745,-160.002,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12216,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02021","JAR-2021","RANDOM",0,NA,NA,"SAG",3.352636,3.962207,-0.365375,-160.006,-0.365375,-160.006,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12217,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02019","JAR-2019","RANDOM",0,NA,NA,"SAG",2.438281,3.352636,-0.369821,-160.0083,-0.369821,-160.0083,"2018",2018,"7/28/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12218,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01805","JAR-1805","RANDOM",0,NA,NA,"RRB",14.3,25.9,-0.381006,-160.0137,-0.381006,-160.0137,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12219,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01807","JAR-1807","RANDOM",0,NA,NA,"AGR",6.7,8.2,-0.381499,-160.0074,-0.381499,-160.0074,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12220,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01813","JAR-1813","RANDOM",0,NA,NA,"AGR",9.7,14.5,-0.381891,-159.988,-0.381891,-159.988,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12221,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01835","JAR-1835","RANDOM",0,NA,NA,"AGR",7.6,9.1,-0.379055,-159.9785,-0.379055,-159.9785,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12222,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01853","JAR-1853","RANDOM",0,NA,NA,"AGR",2.4,6.1,-0.375627,-159.9832,-0.375627,-159.9832,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12223,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01855","JAR-1855","RANDOM",0,NA,NA,"SAG",3.9,6.8,-0.38133,-159.9996,-0.38133,-159.9996,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12224,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01801","JAR-1801","RANDOM",0,NA,NA,"AGR",12,27,-0.374053,-160.0129,-0.374053,-160.0129,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12225,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01817","JAR-1817","RANDOM",0,NA,NA,"AGR",10.8,24.4,-0.36472,-160.0059,-0.36472,-160.0059,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12226,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01827","JAR-1827","RANDOM",0,NA,NA,"AGR",6.7,13.4,-0.366942,-160.0071,-0.366942,-160.0071,"2018",2018,"7/28/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
4480,0,"HA1201",67,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Deep","TUT-00591","TUT-591","RANDOM",0,0,NA,"AGR",14,25.4,-14.33530404,-170.8077535,-14.33530404,-170.8077535,"2012",2012,"4/3/2012",-1,NA,0,0,0,0,0,0,0,0,0,0,1,0,48085,55502,"TUT10_12","NO SCHEME","Aggregated",NA,NA,""
12232,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01919","JAR-1919","RANDOM",0,NA,NA,"AGR",19.81103,21.33496,-0.373424,-159.9733,-0.373424,-159.9733,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12233,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01984","JAR-1984","RANDOM",0,NA,NA,"AGR",6.400488,7.619628,-0.374247,-159.9815,-0.374247,-159.9815,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12234,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01974","JAR-1974","RANDOM",0,NA,NA,"AGR",9.448339,10.66748,-0.375679,-159.9762,-0.375679,-159.9762,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12235,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02031","JAR-2031","RANDOM",0,NA,NA,"AGR",5.486132,6.095703,-0.376718,-159.9795,-0.376718,-159.9795,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12236,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01803","JAR-1803","RANDOM",0,NA,NA,"RRB",19.5,30.2,-0.36261,-159.9926,-0.36261,-159.9926,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12237,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01810","JAR-1810","RANDOM",0,NA,NA,"RRB",10.4,11.3,-0.362158,-159.9974,-0.362158,-159.9974,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12238,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01866","JAR-1866","RANDOM",0,NA,NA,"PSC",4.6,6.1,-0.365859,-159.9845,-0.365859,-159.9845,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12239,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01821","JAR-1821","RANDOM",0,NA,NA,"AGR",7.3,7.9,-0.370161,-159.9782,-0.370161,-159.9782,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12240,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01852","JAR-1852","RANDOM",0,NA,NA,"AGR",4.8,6,-0.371017,-159.9836,-0.371017,-159.9836,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12241,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01823","JAR-1823","RANDOM",0,NA,NA,"AGR",8.5,9.8,-0.377816,-159.973,-0.377816,-159.973,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12242,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01793","JAR-1793","RANDOM",0,NA,NA,"RRB",16.4,24.2,-0.362887,-160.0046,-0.362887,-160.0046,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12243,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01841","JAR-1841","RANDOM",0,NA,NA,"AGR",9.6,11,-0.364596,-159.9851,-0.364596,-159.9851,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12244,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01830","JAR-1830","RANDOM",0,NA,NA,"AGR",9,10,-0.367498,-159.98,-0.367498,-159.98,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12245,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01809","JAR-1809","RANDOM",0,NA,NA,"AGR",7.8,9.9,-0.373745,-159.9782,-0.373745,-159.9782,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12246,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01865","JAR-1865","RANDOM",0,NA,NA,"AGR",5.5,7,-0.379979,-159.9813,-0.379979,-159.9813,"2018",2018,"7/29/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12247,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01918","JAR-1918","RANDOM",0,NA,NA,"RRB",20.11582,20.4206,-0.366124,-159.9813,-0.366124,-159.9813,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12248,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01935","JAR-1935","RANDOM",0,NA,NA,"RRB",14.62969,16.76318,-0.368347,-159.9782,-0.368347,-159.9782,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12249,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01950","JAR-1950","RANDOM",0,NA,NA,"RRB",10.05791,10.66748,-0.370827,-159.9761,-0.370827,-159.9761,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12250,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02046","JAR-2046","RANDOM",0,NA,NA,"SCR",3.657422,5.486132,-0.366229,-159.9854,-0.366229,-159.9854,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12251,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01997","JAR-1997","RANDOM",0,NA,NA,"RRB",1.950869,2.136666,-0.368374,-159.981,-0.368374,-159.981,"2018",2018,"7/29/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
11929,0,"HA1801",122,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Shallow","TUT-02636","TUT-2636","RANDOM",0,0,NA,"PAV",1.5,5.6,-14.32758,-170.8081,-14.32758,-170.8081,"2018",2018,"7/4/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,48252,55502,"AS_SANCTUARY","BEN_SEC2018",NA,NA,NA,""
9308,0,"SE1602",105,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Mid","TUT-02381","TUT-2381","RANDOM",0,0,NA,"AGR",9.1,13.2,-14.33212,-170.8086,-14.33212,-170.8086,"2016",2016,"4/16/2016",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,48112,55502,"AS_SANCTUARY","BEN_SEC2016","UNKNOWN",NA,NA,""
12272,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01981","JAR-1981","RANDOM",0,NA,NA,"AGR",8.533984,9.143554,-0.378925,-159.9724,-0.378925,-159.9724,"2018",2018,"7/30/2018",-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12273,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01945","JAR-1945","RANDOM",0,NA,NA,"AGR",8.229198,8.838769,-0.38043,-159.9782,-0.38043,-159.9782,"2018",2018,"7/30/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12274,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01965","JAR-1965","RANDOM",0,NA,NA,"AGR",10.97226,11.88662,-0.38254,-159.9758,-0.38254,-159.9758,"2018",2018,"7/30/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12275,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01967","JAR-1967","RANDOM",0,NA,NA,"RRB",10.97226,11.88662,-0.381954,-159.9893,-0.381954,-159.9893,"2018",2018,"7/30/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12276,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02040","JAR-2040","RANDOM",0,NA,NA,"AGR",5.486132,6.400488,-0.372275,-159.9823,-0.372275,-159.9823,"2018",2018,"7/30/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12277,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-02016","JAR-2016","RANDOM",0,NA,NA,"AGR",5.486132,6.095703,-0.377353,-159.983,-0.377353,-159.983,"2018",2018,"7/30/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12278,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01820","JAR-1820","RANDOM",0,NA,NA,"AGR",7.9,9.1,-0.379896,-159.9772,-0.379896,-159.9772,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12279,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01815","JAR-1815","RANDOM",0,NA,NA,"AGR",10.1,11.6,-0.372014,-159.9749,-0.372014,-159.9749,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12280,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01857","JAR-1857","RANDOM",0,NA,NA,"AGR",4.9,6.1,-0.367884,-159.9825,-0.367884,-159.9825,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12281,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01862","JAR-1862","RANDOM",0,NA,NA,"SAG",0.9,2.1,-0.371858,-160.0107,-0.371858,-160.0107,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12282,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01806","JAR-1806","RANDOM",0,NA,NA,"AGR",8.5,10.4,-0.38206,-160.0022,-0.38206,-160.0022,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12283,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01842","JAR-1842","RANDOM",0,NA,NA,"AGR",7,8.7,-0.377138,-160.0146,-0.377138,-160.0146,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12284,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01802","JAR-1802","RANDOM",0,NA,NA,"AGR",22,31,-0.382607,-159.9812,-0.382607,-159.9812,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12285,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01826","JAR-1826","RANDOM",0,NA,NA,"AGR",10,10.5,-0.380382,-159.9727,-0.380382,-159.9727,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12286,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01845","JAR-1845","RANDOM",0,NA,NA,"SAG",3,7.5,-0.364149,-159.988,-0.364149,-159.988,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12287,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01859","JAR-1859","RANDOM",0,NA,NA,"AGR",5.7,5.8,-0.374379,-159.9825,-0.374379,-159.9825,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12288,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01867","JAR-1867","RANDOM",0,NA,NA,"SAG",2.5,6.5,-0.381029,-160.0108,-0.381029,-160.0108,"2018",2018,"7/30/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
9318,0,"SE1602",105,"SAMOA","Tutuila","TUT_SW_OPEN","Forereef","Shallow","TUT-02406","TUT-2406","RANDOM",0,0,NA,"APS",1.5,5,-14.32705,-170.8088,-14.32705,-170.8088,"2016",2016,"4/16/2016",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,48215,55502,"AS_SANCTUARY","BEN_SEC2016","UNKNOWN",NA,NA,""
12292,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01854","JAR-1854","RANDOM",0,NA,NA,"SAG",0.9,6,-0.362704,-159.999,-0.362704,-159.999,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12293,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01846","JAR-1846","RANDOM",0,NA,NA,"SAG",1,12,-0.368892,-160.0074,-0.368892,-160.0074,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12294,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01816","JAR-1816","RANDOM",0,NA,NA,"SAG",9.1,17,-0.371975,-160.0117,-0.371975,-160.0117,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12295,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01797","JAR-1797","RANDOM",0,NA,NA,"RRB",13.9,25.3,-0.380288,-160.0152,-0.380288,-160.0152,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12296,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01794","JAR-1794","RANDOM",0,NA,NA,"AGR",19.5,29.3,-0.376773,-159.9717,-0.376773,-159.9717,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12297,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01814","JAR-1814","RANDOM",0,NA,NA,"RRB",7.5,10.4,-0.375695,-159.9765,-0.375695,-159.9765,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12298,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01850","JAR-1850","RANDOM",0,NA,NA,"AGR",5.1,7.3,-0.37679,-159.9825,-0.37679,-159.9825,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12299,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Shallow","JAR-01843","JAR-1843","RANDOM",0,NA,NA,"AGR",2.1,4.3,-0.372392,-159.9842,-0.372392,-159.9842,"2018",2018,"7/31/2018",-1,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,NA,""
12300,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01900","JAR-1900","RANDOM",0,NA,NA,"RRB",22.85888,24.07802,-0.379623,-160.0158,-0.379623,-160.0158,"2018",2018,"7/31/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12301,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Deep","JAR-01915","JAR-1915","RANDOM",0,NA,NA,"AGR",18.28711,19.20146,-0.381992,-159.9961,-0.381992,-159.9961,"2018",2018,"7/31/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
12302,0,"HA1801",123,"PRIAs","Jarvis","Jarvis","Forereef","Mid","JAR-01923","JAR-1923","RANDOM",0,NA,NA,"AGR",7.010058,9.753124,-0.381684,-159.9992,-0.381684,-159.9992,"2018",2018,"7/31/2018",-1,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"RAMP_BASIC","BEN_SEC2018",NA,NA,"0","0"
